tcid,id,family_id,family,superfamily,description
3.A.1.115,693,3.A.1,ABC,ArsA ATPase (ArsA) Superfamily,The ATP-binding Cassette (ABC) Superfamily
3.A.1.119,694,3.A.1,ABC,ArsA ATPase (ArsA) Superfamily,The ATP-binding Cassette (ABC) Superfamily
3.A.1.12,695,3.A.1,ABC,ArsA ATPase (ArsA) Superfamily,The ATP-binding Cassette (ABC) Superfamily
3.A.1.120,696,3.A.1,ABC,ArsA ATPase (ArsA) Superfamily,The ATP-binding Cassette (ABC) Superfamily
3.A.1.121,697,3.A.1,ABC,ArsA ATPase (ArsA) Superfamily,The ATP-binding Cassette (ABC) Superfamily
3.A.1.122,698,3.A.1,ABC,ArsA ATPase (ArsA) Superfamily,The ATP-binding Cassette (ABC) Superfamily
3.A.1.124,699,3.A.1,ABC,ArsA ATPase (ArsA) Superfamily,The ATP-binding Cassette (ABC) Superfamily
3.A.1.125,700,3.A.1,ABC,ArsA ATPase (ArsA) Superfamily,The ATP-binding Cassette (ABC) Superfamily
3.A.1.126,701,3.A.1,ABC,ArsA ATPase (ArsA) Superfamily,The ATP-binding Cassette (ABC) Superfamily
3.A.1.128,702,3.A.1,ABC,ArsA ATPase (ArsA) Superfamily,The ATP-binding Cassette (ABC) Superfamily
3.A.1.130,703,3.A.1,ABC,ArsA ATPase (ArsA) Superfamily,The ATP-binding Cassette (ABC) Superfamily
3.A.1.132,704,3.A.1,ABC,ArsA ATPase (ArsA) Superfamily,The ATP-binding Cassette (ABC) Superfamily
3.A.1.134,705,3.A.1,ABC,ArsA ATPase (ArsA) Superfamily,The ATP-binding Cassette (ABC) Superfamily
3.A.1.135,706,3.A.1,ABC,ArsA ATPase (ArsA) Superfamily,The ATP-binding Cassette (ABC) Superfamily
3.A.1.139,707,3.A.1,ABC,ArsA ATPase (ArsA) Superfamily,The ATP-binding Cassette (ABC) Superfamily
3.A.1.14,708,3.A.1,ABC,ArsA ATPase (ArsA) Superfamily,The ATP-binding Cassette (ABC) Superfamily
3.A.1.140,709,3.A.1,ABC,ArsA ATPase (ArsA) Superfamily,The ATP-binding Cassette (ABC) Superfamily
3.A.1.143,710,3.A.1,ABC,ArsA ATPase (ArsA) Superfamily,The ATP-binding Cassette (ABC) Superfamily
3.A.1.146,711,3.A.1,ABC,ArsA ATPase (ArsA) Superfamily,The ATP-binding Cassette (ABC) Superfamily
3.A.1.147,712,3.A.1,ABC,ArsA ATPase (ArsA) Superfamily,The ATP-binding Cassette (ABC) Superfamily
3.A.1.15,713,3.A.1,ABC,ArsA ATPase (ArsA) Superfamily,The ATP-binding Cassette (ABC) Superfamily
3.A.1.152,714,3.A.1,ABC,ArsA ATPase (ArsA) Superfamily,The ATP-binding Cassette (ABC) Superfamily
3.A.1.155,715,3.A.1,ABC,ArsA ATPase (ArsA) Superfamily,The ATP-binding Cassette (ABC) Superfamily
3.A.1.156,716,3.A.1,ABC,ArsA ATPase (ArsA) Superfamily,The ATP-binding Cassette (ABC) Superfamily
3.A.1.157,717,3.A.1,ABC,ArsA ATPase (ArsA) Superfamily,The ATP-binding Cassette (ABC) Superfamily
3.A.1.158,718,3.A.1,ABC,ArsA ATPase (ArsA) Superfamily,The ATP-binding Cassette (ABC) Superfamily
3.A.1.159,719,3.A.1,ABC,ArsA ATPase (ArsA) Superfamily,The ATP-binding Cassette (ABC) Superfamily
3.A.1.16,720,3.A.1,ABC,ArsA ATPase (ArsA) Superfamily,The ATP-binding Cassette (ABC) Superfamily
3.A.1.17,721,3.A.1,ABC,ArsA ATPase (ArsA) Superfamily,The ATP-binding Cassette (ABC) Superfamily
3.A.1.19,722,3.A.1,ABC,ArsA ATPase (ArsA) Superfamily,The ATP-binding Cassette (ABC) Superfamily
3.A.1.2,723,3.A.1,ABC,ArsA ATPase (ArsA) Superfamily,The ATP-binding Cassette (ABC) Superfamily
3.A.1.20,724,3.A.1,ABC,ArsA ATPase (ArsA) Superfamily,The ATP-binding Cassette (ABC) Superfamily
3.A.1.201,725,3.A.1,ABC,ArsA ATPase (ArsA) Superfamily,The ATP-binding Cassette (ABC) Superfamily
3.A.1.203,726,3.A.1,ABC,ArsA ATPase (ArsA) Superfamily,The ATP-binding Cassette (ABC) Superfamily
3.A.1.204,727,3.A.1,ABC,ArsA ATPase (ArsA) Superfamily,The ATP-binding Cassette (ABC) Superfamily
3.A.1.207,728,3.A.1,ABC,ArsA ATPase (ArsA) Superfamily,The ATP-binding Cassette (ABC) Superfamily
3.A.1.209,729,3.A.1,ABC,ArsA ATPase (ArsA) Superfamily,The ATP-binding Cassette (ABC) Superfamily
3.A.1.210,730,3.A.1,ABC,ArsA ATPase (ArsA) Superfamily,The ATP-binding Cassette (ABC) Superfamily
3.A.1.211,731,3.A.1,ABC,ArsA ATPase (ArsA) Superfamily,The ATP-binding Cassette (ABC) Superfamily
3.A.1.22,732,3.A.1,ABC,ArsA ATPase (ArsA) Superfamily,The ATP-binding Cassette (ABC) Superfamily
3.A.1.23,733,3.A.1,ABC,ArsA ATPase (ArsA) Superfamily,The ATP-binding Cassette (ABC) Superfamily
3.A.1.24,734,3.A.1,ABC,ArsA ATPase (ArsA) Superfamily,The ATP-binding Cassette (ABC) Superfamily
3.A.1.25,735,3.A.1,ABC,ArsA ATPase (ArsA) Superfamily,The ATP-binding Cassette (ABC) Superfamily
3.A.1.26,736,3.A.1,ABC,ArsA ATPase (ArsA) Superfamily,The ATP-binding Cassette (ABC) Superfamily
3.A.1.27,737,3.A.1,ABC,ArsA ATPase (ArsA) Superfamily,The ATP-binding Cassette (ABC) Superfamily
3.A.1.28,738,3.A.1,ABC,ArsA ATPase (ArsA) Superfamily,The ATP-binding Cassette (ABC) Superfamily
3.A.1.3,739,3.A.1,ABC,ArsA ATPase (ArsA) Superfamily,The ATP-binding Cassette (ABC) Superfamily
3.A.1.30,740,3.A.1,ABC,ArsA ATPase (ArsA) Superfamily,The ATP-binding Cassette (ABC) Superfamily
3.A.1.31,741,3.A.1,ABC,ArsA ATPase (ArsA) Superfamily,The ATP-binding Cassette (ABC) Superfamily
3.A.1.32,742,3.A.1,ABC,ArsA ATPase (ArsA) Superfamily,The ATP-binding Cassette (ABC) Superfamily
3.A.1.4,743,3.A.1,ABC,ArsA ATPase (ArsA) Superfamily,The ATP-binding Cassette (ABC) Superfamily
3.A.1.5,744,3.A.1,ABC,ArsA ATPase (ArsA) Superfamily,The ATP-binding Cassette (ABC) Superfamily
3.A.1.6,745,3.A.1,ABC,ArsA ATPase (ArsA) Superfamily,The ATP-binding Cassette (ABC) Superfamily
3.A.1.7,746,3.A.1,ABC,ArsA ATPase (ArsA) Superfamily,The ATP-binding Cassette (ABC) Superfamily
3.A.1.8,747,3.A.1,ABC,ArsA ATPase (ArsA) Superfamily,The ATP-binding Cassette (ABC) Superfamily
3.A.1.9,748,3.A.1,ABC,ArsA ATPase (ArsA) Superfamily,The ATP-binding Cassette (ABC) Superfamily
3.A.10.1,749,3.A.10,M+-PPase,,"The H+, Na+-translocating Pyrophosphatase (M+-PPase) Family"
3.A.10.2,750,3.A.10,M+-PPase,,"The H+, Na+-translocating Pyrophosphatase (M+-PPase) Family"
3.A.11.1,751,3.A.11,DNA-T,,The Bacterial Competence-related DNA Transformation Transporter (DNA-T) Family
3.A.11.2,752,3.A.11,DNA-T,,The Bacterial Competence-related DNA Transformation Transporter (DNA-T) Family
3.A.12.1,753,3.A.12,S-DNA-T,,The Septal DNA Translocator (S-DNA-T) Family
3.A.14.1,754,3.A.14,FPE,,The Fimbrilin/Protein Exporter (FPE) Family
3.A.15.1,755,3.A.15,MTB,,The Outer Membrane Protein Secreting Main Terminal Branch (MTB) Family
3.A.15.2,756,3.A.15,MTB,,The Outer Membrane Protein Secreting Main Terminal Branch (MTB) Family
3.A.15.3,757,3.A.15,MTB,,The Outer Membrane Protein Secreting Main Terminal Branch (MTB) Family
3.A.15.4,758,3.A.15,MTB,,The Outer Membrane Protein Secreting Main Terminal Branch (MTB) Family
3.A.16.1,759,3.A.16,ER-RT,AAA-ATPase Superfamily,The Endoplasmic Reticular Retrotranslocon (ER-RT) Family
3.A.18.1,760,3.A.18,mRNA-E,,The Nuclear mRNA Exporter (mRNA-E) Family
3.A.19.1,761,3.A.19,GET,ArsA ATPase (ArsA) Superfamily,The Guided Entry of Tail Anchored Protein (GET) Family
3.A.2.1,762,3.A.2,F-ATPase,,"The H+- or Na+-translocating F-type, V-type and A-type ATPase (F-ATPase) Superfamily"
3.A.2.2,763,3.A.2,F-ATPase,,"The H+- or Na+-translocating F-type, V-type and A-type ATPase (F-ATPase) Superfamily"
3.A.2.3,764,3.A.2,F-ATPase,,"The H+- or Na+-translocating F-type, V-type and A-type ATPase (F-ATPase) Superfamily"
3.A.20.1,765,3.A.20,PPI,AAA-ATPase Superfamily,The Peroxisomal Protein Importer (PPI) Family
3.A.21.1,766,3.A.21,TAMP-B,ArsA ATPase (ArsA) Superfamily,The C-terminal Tail-Anchored Membrane Protein Biogenesis/ Insertion Complex (TAMP-B) Family
3.A.22.1,767,3.A.22,TREX,,The Transcription-coupled TREX/TAP Nuclear mRNA Export Complex (TREX) Family
3.A.23.1,768,3.A.23,T6SS,ATP-dependent Clp Protease (Clp) Superfamily,The Type VI Symbiosis/Virulence Secretory System (T6SS) Family
3.A.23.2,769,3.A.23,T6SS,ATP-dependent Clp Protease (Clp) Superfamily,The Type VI Symbiosis/Virulence Secretory System (T6SS) Family
3.A.23.3,770,3.A.23,T6SS,ATP-dependent Clp Protease (Clp) Superfamily,The Type VI Symbiosis/Virulence Secretory System (T6SS) Family
3.A.23.4,771,3.A.23,T6SS,ATP-dependent Clp Protease (Clp) Superfamily,The Type VI Symbiosis/Virulence Secretory System (T6SS) Family
3.A.23.5,772,3.A.23,T6SS,ATP-dependent Clp Protease (Clp) Superfamily,The Type VI Symbiosis/Virulence Secretory System (T6SS) Family
3.A.23.6,773,3.A.23,T6SS,ATP-dependent Clp Protease (Clp) Superfamily,The Type VI Symbiosis/Virulence Secretory System (T6SS) Family
3.A.24.1,774,3.A.24,T7SS,AAA-ATPase Superfamily,The Type VII or ESX Protein Secretion System (T7SS) Family
3.A.24.4,775,3.A.24,T7SS,AAA-ATPase Superfamily,The Type VII or ESX Protein Secretion System (T7SS) Family
3.A.25.1,776,3.A.25,SELMA,AAA-ATPase Superfamily,The Symbiont-specific ERAD-like Machinery (SELMA) Family
3.A.27.1,777,3.A.27,EMC,Guided Entry of Tail-anchored Protein (GET) Superfamily,The Endoplasmic Reticulum Membrane Protein Insertion Complex (EMC) Family
3.A.29.1,778,3.A.29,MIMP,AAA-ATPase Superfamily,The Mitochondrial Inner Membrane i-AAA Protease Complex (MIMP) Family
3.A.3.1,779,3.A.3,P-ATPase,Heavy Metal Binding Domain,The P-type ATPase (P-ATPase) Superfamily
3.A.3.2,780,3.A.3,P-ATPase,Heavy Metal Binding Domain,The P-type ATPase (P-ATPase) Superfamily
3.A.3.27,781,3.A.3,P-ATPase,Heavy Metal Binding Domain,The P-type ATPase (P-ATPase) Superfamily
3.A.3.3,782,3.A.3,P-ATPase,Heavy Metal Binding Domain,The P-type ATPase (P-ATPase) Superfamily
3.A.3.32,783,3.A.3,P-ATPase,Heavy Metal Binding Domain,The P-type ATPase (P-ATPase) Superfamily
3.A.3.5,784,3.A.3,P-ATPase,Heavy Metal Binding Domain,The P-type ATPase (P-ATPase) Superfamily
3.A.3.6,785,3.A.3,P-ATPase,Heavy Metal Binding Domain,The P-type ATPase (P-ATPase) Superfamily
3.A.3.7,786,3.A.3,P-ATPase,Heavy Metal Binding Domain,The P-type ATPase (P-ATPase) Superfamily
3.A.30.1,787,3.A.30,ER-SURF,,The Endoplasmic Reticulum Surface Retrieval Pathway (ER-SURF) Family
3.A.31.1,788,3.A.31,ESCRT-III,ArsB Membrane Protein (ArsB) Superfamily,The Endosomal Sorting Complexes Required for Transport III (ESCRT-III) Family
3.A.33.1,789,3.A.33,BBSome,,The BBSome Complex (BBSome) Family
3.A.34.1,790,3.A.34,SN-ESCRT,,The Sorting Nexins of the ESCRT Complexes (SN-ESCRT)
3.A.4.1,791,3.A.4,ArsAB,ArsB Membrane Protein (ArsB) Superfamily,The Arsenite-Antimonite (ArsAB) Efflux Family
3.A.5.1,792,3.A.5,Sec,Ankyrin Repeat Domain-containing (Ank) Superfamily,The General Secretory Pathway (Sec) Family
3.A.5.2,793,3.A.5,Sec,Ankyrin Repeat Domain-containing (Ank) Superfamily,The General Secretory Pathway (Sec) Family
3.A.5.4,794,3.A.5,Sec,Ankyrin Repeat Domain-containing (Ank) Superfamily,The General Secretory Pathway (Sec) Family
3.A.5.7,795,3.A.5,Sec,Ankyrin Repeat Domain-containing (Ank) Superfamily,The General Secretory Pathway (Sec) Family
3.A.5.8,796,3.A.5,Sec,Ankyrin Repeat Domain-containing (Ank) Superfamily,The General Secretory Pathway (Sec) Family
3.A.5.9,797,3.A.5,Sec,Ankyrin Repeat Domain-containing (Ank) Superfamily,The General Secretory Pathway (Sec) Family
3.A.6.1,798,3.A.6,IIISP,,The Type III (Virulence-related) Secretory Pathway (IIISP) Family
3.A.6.2,799,3.A.6,IIISP,,The Type III (Virulence-related) Secretory Pathway (IIISP) Family
3.A.6.3,800,3.A.6,IIISP,,The Type III (Virulence-related) Secretory Pathway (IIISP) Family
3.A.7.1,801,3.A.7,IVSP,,The Type IV (Conjugal DNA-Protein Transfer or VirB) Secretory Pathway (IVSP) Family
3.A.7.10,802,3.A.7,IVSP,,The Type IV (Conjugal DNA-Protein Transfer or VirB) Secretory Pathway (IVSP) Family
3.A.7.11,803,3.A.7,IVSP,,The Type IV (Conjugal DNA-Protein Transfer or VirB) Secretory Pathway (IVSP) Family
3.A.7.12,804,3.A.7,IVSP,,The Type IV (Conjugal DNA-Protein Transfer or VirB) Secretory Pathway (IVSP) Family
3.A.7.13,805,3.A.7,IVSP,,The Type IV (Conjugal DNA-Protein Transfer or VirB) Secretory Pathway (IVSP) Family
3.A.7.14,806,3.A.7,IVSP,,The Type IV (Conjugal DNA-Protein Transfer or VirB) Secretory Pathway (IVSP) Family
3.A.7.15,807,3.A.7,IVSP,,The Type IV (Conjugal DNA-Protein Transfer or VirB) Secretory Pathway (IVSP) Family
3.A.7.16,808,3.A.7,IVSP,,The Type IV (Conjugal DNA-Protein Transfer or VirB) Secretory Pathway (IVSP) Family
3.A.7.18,809,3.A.7,IVSP,,The Type IV (Conjugal DNA-Protein Transfer or VirB) Secretory Pathway (IVSP) Family
3.A.7.19,810,3.A.7,IVSP,,The Type IV (Conjugal DNA-Protein Transfer or VirB) Secretory Pathway (IVSP) Family
3.A.7.2,811,3.A.7,IVSP,,The Type IV (Conjugal DNA-Protein Transfer or VirB) Secretory Pathway (IVSP) Family
3.A.7.3,812,3.A.7,IVSP,,The Type IV (Conjugal DNA-Protein Transfer or VirB) Secretory Pathway (IVSP) Family
3.A.7.4,813,3.A.7,IVSP,,The Type IV (Conjugal DNA-Protein Transfer or VirB) Secretory Pathway (IVSP) Family
3.A.7.5,814,3.A.7,IVSP,,The Type IV (Conjugal DNA-Protein Transfer or VirB) Secretory Pathway (IVSP) Family
3.A.7.6,815,3.A.7,IVSP,,The Type IV (Conjugal DNA-Protein Transfer or VirB) Secretory Pathway (IVSP) Family
3.A.7.7,816,3.A.7,IVSP,,The Type IV (Conjugal DNA-Protein Transfer or VirB) Secretory Pathway (IVSP) Family
3.A.7.8,817,3.A.7,IVSP,,The Type IV (Conjugal DNA-Protein Transfer or VirB) Secretory Pathway (IVSP) Family
3.A.7.9,818,3.A.7,IVSP,,The Type IV (Conjugal DNA-Protein Transfer or VirB) Secretory Pathway (IVSP) Family
3.A.8.1,819,3.A.8,MPT,Outer Membrane Pore-forming Protein IV (OMPP-IV) Superfamily  ,The Mitochondrial Protein Translocase (MPT) Family
3.A.9.1,820,3.A.9,CEPT or Tic-Toc,ATP-dependent Clp Protease (Clp) Superfamily,The Chloroplast Envelope Protein Translocase (CEPT or Tic-Toc) Family
3.B.1.1,821,3.B.1,NaT-DC,CPA Superfamily,The Na+-transporting Carboxylic Acid Decarboxylase (NaT-DC) Family
3.D.1.1,822,3.D.1,NDH,"Multidrug Resistance Protein, Na+ Transporting Mrp (Mrp) Superfamily",The H+ or Na+-translocating NADH Dehydrogenase (NDH) Family
3.D.1.2,823,3.D.1,NDH,"Multidrug Resistance Protein, Na+ Transporting Mrp (Mrp) Superfamily",The H+ or Na+-translocating NADH Dehydrogenase (NDH) Family
3.D.1.3,824,3.D.1,NDH,"Multidrug Resistance Protein, Na+ Transporting Mrp (Mrp) Superfamily",The H+ or Na+-translocating NADH Dehydrogenase (NDH) Family
3.D.1.4,825,3.D.1,NDH,"Multidrug Resistance Protein, Na+ Transporting Mrp (Mrp) Superfamily",The H+ or Na+-translocating NADH Dehydrogenase (NDH) Family
3.D.1.5,826,3.D.1,NDH,"Multidrug Resistance Protein, Na+ Transporting Mrp (Mrp) Superfamily",The H+ or Na+-translocating NADH Dehydrogenase (NDH) Family
3.D.1.6,827,3.D.1,NDH,"Multidrug Resistance Protein, Na+ Transporting Mrp (Mrp) Superfamily",The H+ or Na+-translocating NADH Dehydrogenase (NDH) Family
3.D.1.7,828,3.D.1,NDH,"Multidrug Resistance Protein, Na+ Transporting Mrp (Mrp) Superfamily",The H+ or Na+-translocating NADH Dehydrogenase (NDH) Family
3.D.1.8,829,3.D.1,NDH,"Multidrug Resistance Protein, Na+ Transporting Mrp (Mrp) Superfamily",The H+ or Na+-translocating NADH Dehydrogenase (NDH) Family
3.D.1.9,830,3.D.1,NDH,"Multidrug Resistance Protein, Na+ Transporting Mrp (Mrp) Superfamily",The H+ or Na+-translocating NADH Dehydrogenase (NDH) Family
3.D.10.1,831,3.D.10,SDH,Iron-Sulfur Protein (ISP) Superfamily,The Prokaryotic Succinate Dehydrogenase (SDH) Family
3.D.11.1,832,3.D.11,NAP,Transmembrane One Electron Transfer Cytochrome (TM-Cyt) Superfamily,The Periplasmic Nitrate Reductase Complex (NAP) Complex Family
3.D.13.1,833,3.D.13,FPO,,The H+ Extruding F420 Dehydrogenase (FPO) Complex Family
3.D.14.1,834,3.D.14,HAC3,,The HQNO-bound Alternative Complex III (HAC3) Family
3.D.2.2,835,3.D.2,PTH,,The Proton-translocating Transhydrogenase (PTH) Family
3.D.3.1,836,3.D.3,QCR,,The Proton-translocating Quinol:Cytochrome c Reductase (QCR) Superfamily
3.D.3.2,837,3.D.3,QCR,,The Proton-translocating Quinol:Cytochrome c Reductase (QCR) Superfamily
3.D.3.5,838,3.D.3,QCR,,The Proton-translocating Quinol:Cytochrome c Reductase (QCR) Superfamily
3.D.4.10,839,3.D.4,COX,Azolectin-Cytochrome c Pore-forming (ACCP) Superfamily,The Proton-translocating Cytochrome Oxidase (COX) Superfamily
3.D.4.11,840,3.D.4,COX,Azolectin-Cytochrome c Pore-forming (ACCP) Superfamily,The Proton-translocating Cytochrome Oxidase (COX) Superfamily
3.D.4.3,841,3.D.4,COX,Azolectin-Cytochrome c Pore-forming (ACCP) Superfamily,The Proton-translocating Cytochrome Oxidase (COX) Superfamily
3.D.4.4,842,3.D.4,COX,Azolectin-Cytochrome c Pore-forming (ACCP) Superfamily,The Proton-translocating Cytochrome Oxidase (COX) Superfamily
3.D.4.5,843,3.D.4,COX,Azolectin-Cytochrome c Pore-forming (ACCP) Superfamily,The Proton-translocating Cytochrome Oxidase (COX) Superfamily
3.D.4.6,844,3.D.4,COX,Azolectin-Cytochrome c Pore-forming (ACCP) Superfamily,The Proton-translocating Cytochrome Oxidase (COX) Superfamily
3.D.4.7,845,3.D.4,COX,Azolectin-Cytochrome c Pore-forming (ACCP) Superfamily,The Proton-translocating Cytochrome Oxidase (COX) Superfamily
3.D.4.8,846,3.D.4,COX,Azolectin-Cytochrome c Pore-forming (ACCP) Superfamily,The Proton-translocating Cytochrome Oxidase (COX) Superfamily
3.D.5.1,847,3.D.5,Na-NDH or NQR,Urea Transporter/Na+ Exporter (UT/RnfD/NqrB) Superfamily,The Na+-translocating NADH:Quinone Dehydrogenase (Na-NDH or NQR) Family
3.D.6.1,848,3.D.6,NFO or RNF,Iron-Sulfur Protein (ISP) Superfamily,The Ion (H+ or Na+)-translocating NADH:Ferredoxin Oxidoreductase (NFO or RNF) Family
3.D.7.1,849,3.D.7,HHO,Iron-Sulfur Protein (ISP) Superfamily,The H2:Heterodisulfide Oxidoreductase (HHO) Family
3.D.7.2,850,3.D.7,HHO,Iron-Sulfur Protein (ISP) Superfamily,The H2:Heterodisulfide Oxidoreductase (HHO) Family
3.D.8.1,851,3.D.8,FMF-DH,Iron-Sulfur Protein (ISP) Superfamily,The Na+- or H+-Pumping Formyl Methanofuran Dehydrogenase (FMF-DH) Family
3.D.9.1,852,3.D.9,F420H2DH,"Multidrug Resistance Protein, Na+ Transporting Mrp (Mrp) Superfamily",The H+-translocating F420H2 Dehydrogenase (F420H2DH) Family
3.E.1.1,853,3.E.1,MR,Transporter-Opsin-G protein-coupled receptor (TOG) Superfamily,The Ion-translocating Microbial Rhodopsin (MR) Family
3.E.1.4,854,3.E.1,MR,Transporter-Opsin-G protein-coupled receptor (TOG) Superfamily,The Ion-translocating Microbial Rhodopsin (MR) Family
3.E.1.6,855,3.E.1,MR,Transporter-Opsin-G protein-coupled receptor (TOG) Superfamily,The Ion-translocating Microbial Rhodopsin (MR) Family
3.E.1.7,856,3.E.1,MR,Transporter-Opsin-G protein-coupled receptor (TOG) Superfamily,The Ion-translocating Microbial Rhodopsin (MR) Family
3.E.2.1,857,3.E.2,PRC,,The Photosynthetic Reaction Center (PRC) Family
3.E.2.2,858,3.E.2,PRC,,The Photosynthetic Reaction Center (PRC) Family
3.E.3.1,859,3.E.3,HelioR,Transporter-Opsin-G protein-coupled receptor (TOG) Superfamily,The HelioRhodopsin (HelioR) Family
4.A.1.1,860,4.A.1,Glc,PTS-GFL Superfamily,The PTS Glucose-Glucoside (Glc) Family
4.A.1.2,861,4.A.1,Glc,PTS-GFL Superfamily,The PTS Glucose-Glucoside (Glc) Family
4.A.2.1,862,4.A.2,Fru,PTS-GFL Superfamily,The PTS Fructose-Mannitol (Fru) Family
4.A.3.2,863,4.A.3,Lac,PTS-GFL Superfamily,"The PTS Lactose-N,N'-Diacetylchitobiose-β-glucoside (Lac) Family"
4.A.4.1,864,4.A.4,Gut,PTS-GFL Superfamily,The PTS Glucitol (Gut) Family
4.A.5.1,865,4.A.5,Gat,PTS-AG Superfamily,The PTS Galactitol (Gat) Family
4.A.6.1,866,4.A.6,Man,,The PTS Mannose-Fructose-Sorbose (Man) Family
4.A.7.1,867,4.A.7,L-Asc,PTS-AG Superfamily,The PTS L-Ascorbate (L-Asc) Family
4.B.1.1,868,4.B.1,PnuC,,The Nicotinamide Ribonucleoside (NR) Uptake Permease (PnuC) Family
4.C.1.1,869,4.C.1,FAT,,The Fatty Acid Group Translocation (FAT) Family
4.C.2.1,870,4.C.2,CarAT,,The Carnitine O-Acyl Transferase (CarAT) Family
4.C.3.1,871,4.C.3,ACoA-T,Hydrolase Superfamily,The Acyl-CoA Thioesterase (ACoA-T) Family
4.C.3.2,872,4.C.3,ACoA-T,Hydrolase Superfamily,The Acyl-CoA Thioesterase (ACoA-T) Family
4.D.1.1,873,4.D.1,VGP,Glycosyl Transferase/Transporter (GTT) Superfamily,The Putative Vectorial Glycosyl Polymerization (VGP) Family
4.D.1.4,874,4.D.1,VGP,Glycosyl Transferase/Transporter (GTT) Superfamily,The Putative Vectorial Glycosyl Polymerization (VGP) Family
4.D.2.1,875,4.D.2,GT2,Glycosyl Transferase/Transporter (GTT) Superfamily,The Glycosyl Transferase 2 (GT2) Family
4.D.3.1,876,4.D.3,OpgH,Glycosyl Transferase/Transporter (GTT) Superfamily,The Glycan Glucosyl Transferase (OpgH) Family
4.F.1.1,877,4.F.1,CEPT1,,The Choline/Ethanolaminephosphotransferase 1 (CEPT1) Family
4.G.1.1,878,4.G.1,γ-Secretase,,The γ-Secretase (γ-Secretase) Family
4.H.1.1,879,4.H.1,MprF,Major Facilitator (MFS) Superfamily,The Lysyl Phosphatidylglycerol Synthase/Flippase (MprF) Family 
5.A.1.2,880,5.A.1,DsbD,Heavy Metal Binding Domain,The Disulfide Bond Oxidoreductase D (DsbD) Family
5.A.3.1,881,5.A.3,PMO,Iron-Sulfur Protein (ISP) Superfamily,The Prokaryotic Molybdopterin-containing Oxidoreductase (PMO) Family
5.A.3.3,882,5.A.3,PMO,Iron-Sulfur Protein (ISP) Superfamily,The Prokaryotic Molybdopterin-containing Oxidoreductase (PMO) Family
5.A.3.4,883,5.A.3,PMO,Iron-Sulfur Protein (ISP) Superfamily,The Prokaryotic Molybdopterin-containing Oxidoreductase (PMO) Family
5.A.3.5,884,5.A.3,PMO,Iron-Sulfur Protein (ISP) Superfamily,The Prokaryotic Molybdopterin-containing Oxidoreductase (PMO) Family
5.B.1.1,885,5.B.1,gp91phox,Calmodulin/Calcineurin/KChIP (CaCa) Superfamily,The Phagocyte (gp91phox) NADPH Oxidase Family
5.B.1.2,886,5.B.1,gp91phox,Calmodulin/Calcineurin/KChIP (CaCa) Superfamily,The Phagocyte (gp91phox) NADPH Oxidase Family
5.B.12.1,887,5.B.12,DsrMKJOP,Iron-Sulfur Protein (ISP) Superfamily,The One Electron Transmembrane Transfer Complex (DsrMKJOP) Family
5.B.13.1,888,5.B.13,HmcABCDEF,Iron-Sulfur Protein (ISP) Superfamily,The One Electron Transmembrane Transfer Complex (HmcABCDEF) Family
5.B.14.1,889,5.B.14,F-EET,,The Flavin-based Extracellular Electron Transfer (F-EET) Family
5.B.2.1,890,5.B.2,Cytb561,Major Facilitator (MFS) Superfamily,The Eukaryotic Cytochrome b561 (Cytb561) Family
5.B.2.2,891,5.B.2,Cytb561,Major Facilitator (MFS) Superfamily,The Eukaryotic Cytochrome b561 (Cytb561) Family
5.B.4.1,892,5.B.4,PSI,Iron-Sulfur Protein (ISP) Superfamily,The Plant Photosystem I Supercomplex (PSI) Family
5.B.5.1,893,5.B.5,EMOR,Transmembrane One Electron Transfer Cytochrome (TM-Cyt) Superfamily,The Extracellular Metal Oxido-Reductase (EMOR) Family
5.B.6.1,894,5.B.6,STEAP,,The Transmembrane Epithelial Antigen Protein-3 Ferric Reductase (STEAP) Family
5.B.8.1,895,5.B.8,ET-PCC,Transmembrane One Electron Transfer Cytochrome (TM-Cyt) Superfamily,The Trans-Outer Membrane Electron Transfer Porin/Cytochrome Complex (ET-PCC) Family
5.B.9.1,896,5.B.9,Cyc2,,The Porin-Cytochrome c (Cyc2) Family
8.A.1.3,897,8.A.1,MFP,,The Membrane Fusion Protein (MFP) Family
8.A.10.3,898,8.A.10,MinK,,The Slow Voltage-gated K+ Channel Accessory Protein (MinK) Family
8.A.10.4,899,8.A.10,MinK,,The Slow Voltage-gated K+ Channel Accessory Protein (MinK) Family
8.A.101.1,900,8.A.101,TMEM263,,The TMEM263 (TMEM263) Family
8.A.102.1,901,8.A.102,Reticulon,,The Reticulon (Reticulon) Family
8.A.103.1,902,8.A.103,SCAMP,,The Secretory Carrier-Associated Membrane Protein (SCAMP) Family
8.A.104.1,903,8.A.104,AMPK,Protein Kinase (PK) Superfamily,The 5'-AMP-activated protein kinase (AMPK) Family
8.A.108.1,904,8.A.108,YOP1,,The Curvature-stabilizing Protein YOP1 (YOP1) Family
8.A.109.1,905,8.A.109,Lunapark,,The Endoplasmic Reticulum Junction-forming protein (Lunapark) Family
8.A.11.1,906,8.A.11,I-PPI,,The Immunophilin-like Prolyl:peptidyl Isomerase Regulator (I-PPI) Family
8.A.110.1,907,8.A.110,JP,,The Junctophilin (JP) Family
